,UserID,MovieID,Rating
0,1,914,5
1,1,2018,4
2,1,2797,4
3,1,1270,4
4,1,1545,4
5,1,1566,4
6,1,588,4
7,1,1907,4
8,1,2762,5
9,1,1962,4
10,1,1028,5
11,2,3030,5
12,2,1253,4
13,2,1259,4
14,2,1188,4
15,2,1690,3
16,2,3654,4
17,2,2312,4
18,2,1370,4
19,2,1801,3
20,2,590,4
21,2,593,5
22,2,95,3
23,2,1917,3
24,2,1953,4
25,2,1124,4
26,2,165,4
27,2,2321,4
28,2,1090,4
29,2,457,4
30,2,1527,4
31,2,3451,4
32,2,3095,5
33,2,2728,4
34,2,1784,4
35,2,1968,4
36,2,1246,4
37,3,648,4
38,3,1580,4
39,3,260,5
40,3,1049,3
41,3,733,4
42,3,1198,5
43,3,1378,4
44,3,1304,5
45,3,2617,4
46,3,2006,4
47,4,2951,4
48,4,2028,5
49,4,3702,4
50,4,2947,4
51,5,1175,4
52,5,1759,4
53,5,581,4
54,5,150,4
55,5,515,3
56,5,50,5
57,5,377,3
58,5,1268,4
59,5,1912,4
60,5,2359,4
61,5,2289,4
62,5,1704,4
63,5,1279,4
64,5,2721,3
65,5,968,3
66,5,3020,3
67,5,318,5
68,5,176,4
69,5,461,3
70,5,608,5
71,5,1715,3
72,5,3176,3
73,5,1719,4
74,5,1649,4
75,5,2013,3
76,5,2952,4
77,5,3105,4
78,5,1650,3
79,5,908,5
80,5,1653,3
81,5,2029,3
82,5,1734,4
83,5,1884,3
84,5,1093,3
85,5,1095,4
86,5,1966,4
87,5,32,4
88,5,3786,3
89,5,357,4
90,5,36,4
91,6,1688,4
92,6,1188,4
93,6,588,4
94,6,1,5
95,6,2858,5
96,6,2506,4
97,6,3600,3
98,6,3536,4
99,6,1947,5
100,6,2966,5
101,6,1806,4
102,6,2100,4
103,6,569,3
104,6,34,5
105,7,2916,4
106,7,589,5
107,7,2571,5
108,7,457,4
109,7,480,4
110,7,3418,4
111,8,3148,5
112,8,150,4
113,8,1621,4
114,8,3155,4
115,8,1120,4
116,8,161,4
117,8,1411,4
118,8,1274,5
119,8,1704,5
120,8,465,4
121,8,1711,4
122,8,538,4
123,8,3246,4
124,8,1213,5
125,8,3105,4
126,8,3252,4
127,8,2023,4
128,8,2028,5
129,8,480,4
130,8,1801,3
131,8,1730,4
132,8,3265,5
133,8,24,3
134,8,25,5
135,8,562,4
136,8,2541,4
137,8,1678,4
138,8,282,4
139,9,3298,4
140,9,3510,4
141,9,593,4
142,9,1777,4
143,9,745,5
144,9,3452,3
145,9,1921,4
146,9,1358,4
147,9,1500,4
148,9,1148,5
149,9,1653,4
150,9,2890,4
151,9,3114,4
152,9,1089,4
153,9,3408,4
154,9,3916,4
155,9,25,4
156,9,2324,5
157,9,349,4
158,9,3270,3
159,9,1961,4
160,10,648,4
161,10,2628,4
162,10,3869,4
163,10,1256,5
164,10,1831,4
165,10,589,5
166,10,2497,4
167,10,7,4
168,10,2136,4
169,10,2138,4
170,10,1269,5
171,10,1196,5
172,10,2716,5
173,10,596,4
174,10,597,5
175,10,1411,5
176,10,1271,4
177,10,1278,5
178,10,745,5
179,10,318,5
180,10,2080,4
181,10,2081,5
182,10,2087,4
183,10,2662,5
184,10,3100,4
185,10,2302,4
186,10,186,4
187,10,2090,4
188,10,902,5
189,10,1292,5
190,10,260,5
191,10,1371,4
192,10,913,5
193,10,1012,5
194,10,1884,4
195,10,24,4
196,10,2324,5
197,10,1380,4
198,10,2693,5
199,10,351,4
200,10,2405,4
201,10,2407,4
202,10,1031,4
203,10,1104,5
204,10,364,5
205,10,3072,5
206,10,3153,4
207,10,3591,4
208,10,1124,4
209,10,2431,4
210,10,1704,5
211,10,3309,5
212,10,1566,4
213,10,1203,5
214,10,1136,5
215,10,539,5
216,10,1573,4
217,10,104,5
218,10,971,5
219,10,2018,5
220,10,2959,5
221,10,3252,4
222,10,3255,4
223,10,2529,5
224,10,1654,4
225,10,1220,5
226,10,1223,5
227,10,2967,5
228,10,480,4
229,10,3408,4
230,10,2393,4
231,10,3198,5
232,10,2033,4
233,10,2108,4
234,10,1307,5
235,10,2470,4
236,10,203,4
237,10,2111,4
238,10,3928,4
239,10,2047,4
240,11,1198,5
241,11,1278,5
242,11,1358,5
243,11,2806,2
244,11,333,3
245,11,1441,3
246,11,3552,5
247,11,2325,3
248,11,356,5
249,11,36,4
250,11,435,1
251,11,1042,3
252,11,440,4
253,11,50,5
254,11,2359,4
255,11,2507,3
256,11,1563,4
257,11,1498,3
258,11,3178,4
259,11,3755,3
260,11,2959,5
261,11,3255,4
262,11,1080,5
263,11,1089,5
264,11,2539,4
265,11,1665,2
266,11,1307,4
267,12,1193,5
268,12,3897,4
269,12,1641,4
270,12,1303,4
271,12,3785,3
272,13,2640,3
273,13,1429,4
274,13,2094,3
275,13,260,5
276,13,2686,4
277,13,21,4
278,13,1527,4
279,13,2916,4
280,13,1610,4
281,13,50,5
282,13,1127,4
283,13,457,4
284,13,2006,4
285,13,2871,4
286,13,1210,4
287,13,1722,3
288,13,2028,4
289,13,480,4
290,13,3269,3
291,13,2105,3
292,13,3418,4
293,13,2470,3
294,14,1263,5
295,14,2243,4
296,14,1968,4
297,14,1982,4
298,14,2396,5
299,15,3354,3
300,15,3298,3
301,15,593,4
302,15,1777,3
303,15,2581,3
304,15,1783,3
305,15,3535,3
306,15,2302,4
307,15,2676,3
308,15,3113,3
309,15,2826,3
310,15,2688,3
311,15,780,3
312,15,2908,4
313,15,3499,4
314,15,32,4
315,15,357,4
316,15,1608,4
317,15,2268,4
318,15,1466,3
319,15,2841,3
320,15,2770,3
321,15,3646,3
322,15,434,3
323,15,1610,4
324,15,3145,3
325,15,3147,4
326,15,1619,3
327,15,2278,3
328,15,2858,5
329,15,1485,3
330,15,70,3
331,15,3753,4
332,15,2387,3
333,15,1804,3
334,15,2391,4
335,15,2396,4
336,15,1810,3
337,15,1672,3
338,15,1673,4
339,16,2629,3
340,16,1911,3
341,16,2723,3
342,16,2581,3
343,16,2699,3
344,16,2856,3
345,16,2355,4
346,17,2554,4
347,17,1265,5
348,17,164,4
349,17,3527,4
350,17,1428,4
351,17,750,5
352,17,2663,4
353,17,2667,4
354,17,260,5
355,17,3114,5
356,17,1374,5
357,17,1019,4
358,17,3700,4
359,17,924,5
360,17,2762,5
361,17,30,4
362,17,428,4
363,17,1601,4
364,17,356,5
365,17,34,5
366,17,1396,4
367,17,866,4
368,17,3717,4
369,17,503,4
370,17,1610,4
371,17,3070,4
372,17,2346,4
373,17,50,5
374,17,446,5
375,17,3156,4
376,17,1129,4
377,17,76,3
378,17,1573,4
379,17,1214,5
380,17,2455,4
381,17,1580,4
382,17,3699,4
383,17,2613,4
384,17,3418,4
385,17,3927,4
386,17,2117,4
387,17,2046,4
388,18,2989,4
389,18,2622,4
390,18,2993,5
391,18,2701,1
392,18,586,3
393,18,222,4
394,18,1408,5
395,18,1197,5
396,18,592,5
397,18,2718,5
398,18,2573,4
399,18,302,4
400,18,2141,4
401,18,2142,3
402,18,1274,5
403,18,2078,5
404,18,3526,5
405,18,1784,5
406,18,2080,5
407,18,2087,4
408,18,2089,3
409,18,3108,5
410,18,2090,5
411,18,902,5
412,18,839,1
413,18,10,4
414,18,260,5
415,18,17,5
416,18,2248,5
417,18,919,5
418,18,778,5
419,18,412,5
420,18,2253,1
421,18,1022,5
422,18,421,4
423,18,1968,5
424,18,2194,5
425,18,1032,5
426,18,434,3
427,18,291,1
428,18,44,3
429,18,368,4
430,18,48,3
431,18,527,5
432,18,2291,5
433,18,1635,5
434,18,1639,5
435,18,2000,5
436,18,2001,4
437,18,2947,5
438,18,2948,5
439,18,466,3
440,18,2018,5
441,18,475,5
442,18,3257,3
443,18,1805,3
444,18,2100,4
445,18,1234,5
446,18,3418,5
447,18,2617,5
448,18,2042,3
449,19,3421,5
450,19,1327,3
451,19,3948,4
452,19,2139,4
453,19,1197,5
454,19,2713,3
455,19,2716,4
456,19,2717,3
457,19,1772,3
458,19,2649,4
459,19,741,5
460,19,1278,5
461,19,1350,4
462,19,2080,4
463,19,2662,4
464,19,2599,5
465,19,2160,5
466,19,1431,3
467,19,1291,4
468,19,2094,3
469,19,2746,4
470,19,10,4
471,19,260,5
472,19,1370,4
473,19,198,4
474,19,1373,3
475,19,3623,3
476,19,2687,4
477,19,2321,4
478,19,1527,4
479,19,2762,5
480,19,2195,4
481,19,368,4
482,19,377,4
483,19,2353,4
484,19,2860,3
485,19,457,4
486,19,2002,4
487,19,3176,4
488,19,1214,5
489,19,2888,3
490,19,2527,4
491,19,2454,4
492,19,111,5
493,19,2600,4
494,19,3264,3
495,19,1307,4
496,19,1097,4
497,19,3273,3
498,19,2115,4
499,19,3928,4
500,20,589,5
501,20,2571,5
502,20,3717,3
503,20,2858,5
504,20,2028,5
505,21,2701,1
506,21,1,5
507,21,2355,4
508,21,2394,3
509,22,3355,3
510,22,3868,3
511,22,1259,4
512,22,223,4
513,22,2138,4
514,22,736,3
515,22,2717,3
516,22,230,3
517,22,1347,3
518,22,3527,4
519,22,3388,3
520,22,3020,3
521,22,248,3
522,22,1425,3
523,22,3535,3
524,22,1792,3
525,22,3039,4
526,22,1438,3
527,22,833,2
528,22,2671,3
529,22,330,3
530,22,333,3
531,22,1441,3
532,22,910,4
533,22,2174,3
534,22,1377,3
535,22,3624,4
536,22,1882,2
537,22,3120,3
538,22,2321,4
539,22,780,4
540,22,2189,3
541,22,429,3
542,22,2338,2
543,22,2195,3
544,22,1974,3
545,22,47,4
546,22,2273,4
547,22,2348,3
548,22,1479,3
549,22,2858,5
550,22,370,3
551,22,1127,4
552,22,1994,4
553,22,380,3
554,22,3160,4
555,22,1200,4
556,22,2003,3
557,22,2371,4
558,22,3247,3
559,22,2376,3
560,22,473,2
561,22,1580,4
562,22,1732,4
563,22,3917,3
564,22,1091,3
565,22,2470,3
566,22,1747,3
567,22,1240,4
568,23,1249,4
569,23,3420,4
570,23,1252,4
571,23,1188,4
572,23,3505,4
573,23,1690,3
574,23,2064,4
575,23,1196,4
576,23,592,4
577,23,2642,2
578,23,595,4
579,23,1845,4
580,23,2140,3
581,23,1343,4
582,23,2722,3
583,23,3527,3
584,23,2657,3
585,23,317,3
586,23,750,5
587,23,1500,4
588,23,3032,3
589,23,1009,3
590,23,1876,3
591,23,260,5
592,23,2311,3
593,23,1517,4
594,23,2176,4
595,23,915,4
596,23,1953,4
597,23,21,4
598,23,3052,4
599,23,1527,4
600,23,780,3
601,23,2692,4
602,23,39,4
603,23,1396,4
604,23,2410,3
605,23,3070,3
606,23,296,4
607,23,2419,3
608,23,1544,3
609,23,442,3
610,23,377,3
611,23,3741,4
612,23,1204,5
613,23,968,3
614,23,1206,4
615,23,1060,4
616,23,2009,3
617,23,3751,4
618,23,2012,3
619,23,1215,4
620,23,1653,3
621,23,3763,4
622,23,1223,4
623,23,2395,4
624,23,1234,4
625,23,1097,4
626,23,1674,4
627,23,3920,3
628,23,1243,4
629,24,1197,4
630,24,303,3
631,24,2657,4
632,24,175,4
633,24,902,4
634,24,1291,4
635,24,3471,5
636,24,2174,4
637,24,1959,4
638,24,920,4
639,24,1027,4
640,24,2407,4
641,24,1394,5
642,24,500,4
643,24,3072,4
644,24,2795,4
645,24,1057,4
646,24,2797,4
647,24,2001,4
648,24,468,4
649,24,1213,5
650,24,1073,4
651,24,110,5
652,24,1225,5
653,24,2028,5
654,24,1663,4
655,24,1307,4
656,25,3793,4
657,25,2716,4
658,25,2804,5
659,25,260,5
660,25,1372,4
661,25,1375,4
662,25,780,4
663,25,1387,5
664,25,2692,4
665,25,1610,4
666,25,3156,3
667,25,3676,4
668,25,3174,4
669,25,3175,4
670,25,1210,4
671,25,480,4
672,25,1676,4
673,26,3422,3
674,26,1179,4
675,26,3500,3
676,26,2059,3
677,26,2701,2
678,26,586,3
679,26,4,3
680,26,2137,3
681,26,1196,4
682,26,1198,4
683,26,597,3
684,26,3448,4
685,26,161,3
686,26,168,3
687,26,2145,3
688,26,1271,4
689,26,3450,3
690,26,1784,4
691,26,315,2
692,26,3608,3
693,26,3101,3
694,26,252,3
695,26,1291,4
696,26,765,3
697,26,1003,3
698,26,333,3
699,26,337,4
700,26,16,3
701,26,267,3
702,26,1517,3
703,26,2683,3
704,26,3489,3
705,26,1888,3
706,26,780,3
707,26,2906,2
708,26,788,3
709,26,350,3
710,26,3130,2
711,26,2266,3
712,26,1393,4
713,26,2915,4
714,26,2916,3
715,26,364,4
716,26,2412,2
717,26,3219,3
718,26,1544,3
719,26,3152,4
720,26,2355,4
721,26,1556,2
722,26,2798,2
